User ID,Game ID,Hours Played
53875128,2407,8.4
53875128,2409,8.3
53875128,1904,7.8
53875128,1946,7.6
53875128,1163,7.5
53875128,2153,7.3
53875128,226,7.2
53875128,2137,7.0
53875128,1171,6.7
53875128,457,6.6
53875128,2166,6.4
53875128,1303,6.4
53875128,2737,6.2
53875128,1376,6.0
53875128,2691,5.9
53875128,2493,5.7
53875128,2233,5.6
53875128,1270,5.6
53875128,2052,5.5
53875128,2476,5.5
53875128,1447,5.5
53875128,2465,5.2
53875128,2056,4.9
53875128,2790,4.4
53875128,885,4.3
53875128,1446,4.2
53875128,3490,4.0
53875128,890,4.0
53875128,1059,4.0
53875128,1907,3.7
53875128,1910,3.4
53875128,791,3.3
53875128,1530,3.2
53875128,2006,3.0
53875128,2408,2.9
53875128,705,2.8
53875128,2258,2.8
53875128,1104,2.8
53875128,2008,2.7
53875128,2863,2.6
53875128,1641,2.5
53875128,2537,2.5
53875128,3030,2.4
53875128,1710,2.2
53875128,1806,2.2
53875128,2854,2.0
53875128,3169,1.9
53875128,1346,1.9
53875128,1865,1.9
53875128,205,1.8
53875128,1807,1.8
53875128,288,1.8
53875128,868,1.7
53875128,1732,1.7
53875128,2759,1.6
53875128,1372,1.5
53875128,319,1.4
53875128,1434,1.4
53875128,2908,1.3
53875128,1859,1.3
53875128,1700,1.3
53875128,687,1.1
53875128,3311,1.1
53875128,1224,1.1
53875128,1397,1.1
53875128,1716,1.0
53875128,201,1.0
53875128,2071,0.9
53875128,1118,0.9
53875128,824,0.9
53875128,3107,0.9
53875128,1098,0.9
53875128,372,0.8
53875128,414,0.8
53875128,2375,0.8
53875128,2642,0.8
53875128,3190,0.8
53875128,346,0.8
53875128,3298,0.8
53875128,2714,0.8
53875128,2051,0.7
53875128,2952,0.7
53875128,733,0.7
53875128,1169,0.7
53875128,3155,0.6
53875128,1267,0.6
53875128,1639,0.6
53875128,2140,0.6
53875128,2614,0.6
53875128,2110,0.6
53875128,3335,0.6
53875128,1124,0.6
53875128,3108,0.5
53875128,24,0.5
53875128,755,0.5
53875128,1379,0.5
53875128,2310,0.5
53875128,2487,0.5
53875128,2813,0.5
53875128,1448,0.5
53875128,1301,0.5
53875128,105,0.5
53875128,536,0.5
53875128,2116,0.5
53875128,1928,0.4
53875128,1552,0.4
53875128,1596,0.4
53875128,154,0.4
53875128,1190,0.4
53875128,2143,0.4
53875128,1638,0.4
53875128,1776,0.4
53875128,2059,0.4
53875128,1277,0.4
53875128,1458,0.4
53875128,2804,0.4
53875128,3559,0.4
53875128,60,0.4
53875128,782,0.3
53875128,2929,0.3
53875128,1288,0.3
53875128,2758,0.3
53875128,497,0.3
53875128,708,0.3
53875128,2886,0.3
53875128,2288,0.3
53875128,1747,0.3
53875128,2149,0.3
53875128,2916,0.2
53875128,3402,0.2
53875128,3359,0.2
53875128,2656,0.2
53875128,2306,0.2
53875128,1618,0.2
53875128,2801,0.2
53875128,235,0.2
53875128,2542,0.2
53875128,2212,0.2
53875128,3244,0.2
53875128,3181,0.2
53875128,2475,0.2
53875128,2937,0.2
53875128,85,0.2
53875128,312,0.2
53875128,2038,0.2
53875128,269,0.1
53875128,613,0.1
53875128,2717,0.1
53875128,3050,0.1
53875128,1908,0.1
53875128,692,0.1
53875128,2762,0.1
53875128,1075,0.1
53875128,2446,0.1
140954425,2994,13.0
26122540,490,92.0
26122540,489,47.0
26122540,480,22.0
26122540,675,10.3
26122540,966,6.8
26122540,479,3.1
26122540,776,1.1
176410694,922,9.1
197278511,922,0.5
150128162,2994,42.0
197455089,922,3.4
63024728,1043,42.0
297811211,56,29.0
297811211,2994,10.1
297811211,3350,5.6
76933274,131,1.0
218323237,922,14.8
218323237,3247,8.8
218323237,2959,0.9
302186258,922,4.2
126340495,922,1784.0
126340495,673,626.0
126340495,675,176.0
126340495,2523,69.0
126340495,2554,48.0
126340495,2994,16.1
126340495,784,13.6
126340495,1220,11.7
126340495,1313,10.2
126340495,674,5.8
126340495,2149,4.1
126340495,2482,2.3
126340495,1170,2.2
126340495,1094,0.6
126340495,783,0.6
126340495,3415,0.4
126340495,730,0.3
194895541,922,1.1
194895541,2971,0.4
170625356,922,7.4
167362888,922,135.0
208649703,673,125.0
225987202,922,3.8
195071563,922,6.2
254906420,2994,1.2
247160953,922,1.9
308653033,3350,0.6
144138643,922,5.2
97298878,1879,44.0
97298878,1871,32.0
97298878,1914,26.0
97298878,1829,15.9
97298878,2077,15.8
97298878,2375,10.5
97298878,2778,9.5
97298878,2449,9.2
97298878,2994,9.0
97298878,922,8.6
97298878,42,8.3
97298878,1086,8.3
97298878,258,8.2
97298878,2924,5.9
97298878,2920,4.7
97298878,1714,1.3
97298878,1859,0.9
97298878,457,0.6
97298878,1935,0.5
97298878,708,0.5
97298878,2174,0.4
97298878,611,0.2
97298878,680,0.2
97298878,2140,0.1
173909336,149,1118.0
173909336,3235,17.2
173909336,53,5.9
198572546,922,12.7
219509107,922,2.1
202906503,922,10.4
92107940,3067,110.0
92107940,27,99.0
92107940,1313,40.0
92107940,1171,30.0
92107940,2091,10.0
92107940,1530,8.4
92107940,1346,1.9
92107940,1531,0.8
92107940,152,0.5
251431515,922,0.9
233558010,297,79.0
233558010,803,34.0
99189757,2994,1085.0
30695285,671,36.0
30695285,670,0.2
259648553,1825,16.9
201069271,922,4.8
48845802,670,211.0
48845802,1968,78.0
48845802,671,60.0
48845802,526,31.0
48845802,479,11.3
48845802,480,10.0
48845802,3234,7.8
48845802,1732,1.1
48845802,2536,0.9
48845802,2457,0.3
48845802,1642,0.2
226212066,673,94.0
226212066,3350,15.0
226212066,1313,10.8
226212066,2160,6.7
226212066,2994,3.6
226212066,1578,2.4
226212066,74,2.1
226212066,872,0.9
226212066,2937,0.7
226212066,1496,0.2
221430493,922,5.3
62923086,670,91.0
250006052,3067,465.0
250006052,2302,40.0
65117175,817,66.0
65117175,437,35.0
65117175,599,22.0
65117175,2820,19.6
65117175,1333,16.3
65117175,1148,14.7
65117175,952,14.6
65117175,2261,14.3
65117175,3340,13.3
65117175,2259,11.3
65117175,3227,11.2
65117175,3184,10.5
65117175,1438,9.5
65117175,2258,9.1
65117175,3200,9.0
65117175,1771,8.9
65117175,269,8.6
65117175,3155,7.1
65117175,669,7.1
65117175,2372,7.1
65117175,2445,5.9
65117175,3500,5.9
65117175,849,5.6
65117175,2260,5.6
65117175,59,5.3
65117175,241,5.2
65117175,1823,5.1
65117175,3355,5.1
65117175,1285,4.7
65117175,2340,4.3
65117175,1940,4.1
65117175,816,4.1
65117175,118,3.7
65117175,2565,3.7
65117175,278,3.6
65117175,3023,3.6
65117175,3259,3.6
65117175,281,3.4
65117175,154,3.3
65117175,2566,3.2
65117175,1618,3.2
65117175,2125,3.1
65117175,277,2.9
65117175,280,2.8
65117175,2135,2.7
65117175,279,2.6
65117175,1189,2.3
65117175,265,2.2
65117175,423,2.2
65117175,42,2.1
65117175,1137,2.0
65117175,240,2.0
65117175,2994,1.3
65117175,2920,1.2
65117175,2,1.2
65117175,292,1.1
65117175,2140,1.0
65117175,611,1.0
65117175,421,0.9
65117175,1657,0.9
65117175,164,0.8
65117175,2059,0.6
65117175,3203,0.5
65117175,2208,0.4
65117175,804,0.3
65117175,680,0.3
65117175,1792,0.2
65117175,693,0.1
227944885,922,62.0
144004384,922,22.0
236557903,2994,2.0
236557903,2527,0.9
236557903,271,0.3
11373749,2994,762.0
11373749,2488,348.0
11373749,1733,270.0
11373749,3067,220.0
11373749,241,113.0
11373749,1161,105.0
11373749,3065,99.0
11373749,3007,84.0
11373749,223,62.0
11373749,1374,61.0
11373749,2552,58.0
11373749,1370,57.0
11373749,3181,56.0
11373749,2920,46.0
11373749,1732,44.0
11373749,2556,44.0
11373749,299,41.0
11373749,3178,39.0
11373749,3064,38.0
11373749,411,38.0
11373749,2836,36.0
11373749,3453,32.0
11373749,2727,31.0
11373749,1287,31.0
11373749,1508,27.0
11373749,764,24.0
11373749,3510,23.0
11373749,1219,23.0
11373749,2705,23.0
11373749,2259,22.0
11373749,480,21.0
11373749,2493,21.0
11373749,3298,21.0
11373749,559,19.9
11373749,2801,19.8
11373749,1330,19.7
11373749,2201,19.7
11373749,117,19.5
11373749,2203,19.5
11373749,2665,19.4
11373749,2326,19.1
11373749,3247,18.3
11373749,329,18.2
11373749,1444,18.1
11373749,123,17.3
11373749,346,17.1
11373749,3033,15.4
11373749,1118,15.0
11373749,3122,14.5
11373749,1398,14.4
11373749,3172,14.0
11373749,1822,13.8
11373749,3161,13.8
11373749,453,13.5
11373749,1572,12.8
11373749,1634,12.7
11373749,682,12.6
11373749,3141,12.4
11373749,1681,12.4
11373749,656,11.6
11373749,834,11.3
11373749,1303,11.3
11373749,2288,11.2
11373749,292,11.1
11373749,489,11.0
11373749,2980,10.7
11373749,864,10.5
11373749,3508,10.4
11373749,1333,10.1
11373749,1948,9.8
11373749,3369,9.7
11373749,885,9.7
11373749,23,9.4
11373749,704,9.3
11373749,3023,9.0
11373749,3277,8.8
11373749,245,8.4
11373749,538,7.9
11373749,2602,7.8
11373749,1022,7.8
11373749,3294,7.7
11373749,1391,7.7
11373749,490,7.7
11373749,1823,7.6
11373749,479,7.5
11373749,2061,7.4
11373749,288,7.2
11373749,1725,7.2
11373749,185,7.2
11373749,1346,7.0
11373749,2981,7.0
11373749,3099,7.0
11373749,67,6.8
11373749,177,6.7
11373749,2982,6.7
11373749,2208,6.6
11373749,2709,6.6
11373749,2140,6.5
11373749,3117,6.5
11373749,2310,6.1
11373749,2249,5.9
11373749,2207,5.7
11373749,2710,5.6
11373749,2317,5.6
11373749,2530,5.5
11373749,673,5.5
11373749,514,5.4
11373749,2489,5.3
11373749,240,5.3
11373749,2063,5.3
11373749,2184,5.2
11373749,1583,5.1
11373749,2936,4.9
11373749,573,4.7
11373749,120,4.6
11373749,595,4.5
11373749,464,4.4
11373749,2983,4.4
11373749,2258,4.4
11373749,2318,4.3
11373749,3259,4.2
11373749,31,4.2
11373749,3162,4.2
11373749,423,4.1
11373749,3355,4.0
11373749,164,4.0
11373749,437,3.9
11373749,3409,3.8
11373749,2675,3.6
11373749,1353,3.4
11373749,3477,3.4
11373749,2242,3.4
11373749,2569,3.3
11373749,2984,3.2
11373749,3585,3.2
11373749,421,3.2
11373749,1946,3.1
11373749,2096,2.9
11373749,2056,2.9
11373749,2570,2.8
11373749,131,2.7
11373749,556,2.7
11373749,2501,2.6
11373749,2565,2.6
11373749,2568,2.5
11373749,331,2.5
11373749,1481,2.4
11373749,2432,2.4
11373749,966,2.3
11373749,3183,2.3
11373749,1185,2.3
11373749,2858,2.3
11373749,922,2.2
11373749,650,2.1
11373749,2656,2.0
11373749,3500,2.0
11373749,3227,1.9
11373749,3029,1.9
11373749,2098,1.8
11373749,2967,1.8
11373749,3295,1.5
11373749,1443,1.5
11373749,2567,1.5
11373749,2209,1.5
11373749,2792,1.5
11373749,2234,1.4
11373749,3042,1.4
11373749,680,1.4
11373749,2758,1.4
11373749,1635,1.3
11373749,1313,1.3
11373749,380,1.1
11373749,3207,1.0
11373749,3299,1.0
11373749,1104,0.9
11373749,755,0.9
11373749,404,0.9
11373749,3536,0.8
11373749,3350,0.8
11373749,2257,0.8
11373749,1840,0.7
11373749,3155,0.7
11373749,2566,0.7
11373749,1711,0.7
11373749,3556,0.7
11373749,1133,0.6
11373749,1540,0.6
11373749,1377,0.6
11373749,3110,0.6
11373749,2635,0.6
11373749,3131,0.6
11373749,3120,0.4
11373749,3368,0.4
11373749,675,0.4
11373749,312,0.4
11373749,996,0.4
11373749,2652,0.3
11373749,1627,0.3
11373749,1163,0.3
11373749,2995,0.3
11373749,2131,0.3
11373749,3251,0.3
11373749,2372,0.2
11373749,2687,0.1
140293612,922,278.0
187851224,922,240.0
192921532,922,6.9
192921532,3350,1.2
54103616,673,1028.0
54103616,670,1008.0
54103616,1732,148.0
54103616,3151,108.0
54103616,2994,72.0
54103616,1428,36.0
54103616,3067,35.0
54103616,675,32.0
54103616,414,21.0
54103616,2161,16.0
54103616,1733,15.8
54103616,2040,15.8
54103616,315,8.6
54103616,1012,7.8
54103616,2259,7.3
54103616,922,3.1
54103616,131,1.9
54103616,3007,1.7
54103616,632,1.1
54103616,89,0.6
54103616,672,0.4
222277839,922,86.0
298547051,2536,33.0
298547051,2994,3.3
298547051,922,0.3
264253640,922,142.0
264253640,3414,6.4
264253640,1720,5.9
264253640,86,4.9
264253640,3426,4.2
264253640,3596,1.9
264253640,198,1.9
264253640,3235,1.1
264253640,1209,0.9
264253640,1461,0.7
264253640,872,0.4
264253640,3597,0.2
125718844,922,1.1
230599183,922,2.3
280061602,1807,3.0
38763767,670,0.8
164543231,1313,105.0
164543231,2994,30.0
164543231,2070,25.0
164543231,3350,14.9
164543231,201,10.9
164543231,673,7.4
164543231,2971,7.4
164543231,2482,5.6
164543231,2556,3.4
164543231,1496,2.0
164543231,922,0.4
163617342,922,891.0
163617342,673,853.0
163617342,1496,3.3
163617342,1773,3.1
163617342,1209,1.9
163617342,3501,0.8
163617342,3596,0.8
163617342,2336,0.2
163617342,1255,0.2
295931968,2994,6.6
165034415,922,3.6
298389371,673,231.0
298389371,1428,6.6
27543430,1104,13.6
126640783,922,9.9
119410870,2994,4.5
243440565,674,42.0
243440565,922,0.5
157694162,922,2.0
154868247,1578,0.6
263856756,1374,499.0
124395695,2994,29.0
126656629,922,2.4
197821092,922,1.5
294797577,922,10.1
228507886,922,6.5
272425320,2077,5.4
49769103,490,153.0
49769103,675,63.0
49769103,489,26.0
49769103,201,22.0
49769103,1733,1.4
202742019,2727,104.0
202742019,1960,6.3
202742019,477,1.5
239397807,922,0.4
300601393,673,13.4
300601393,1084,12.0
109278470,673,75.0
109278470,1447,0.5
109278470,2994,0.5
197509386,922,550.0
92842632,2994,27.0
92842632,966,16.8
92842632,559,6.9
103973922,1043,303.0
103973922,2028,3.5
5270060,675,12.2
5270060,315,2.9
5270060,2994,0.9
5270060,2328,0.2
5270060,670,0.1
171847029,673,639.0
171847029,777,479.0
171847029,1496,70.0
171847029,2160,65.0
171847029,1374,33.0
171847029,3415,30.0
171847029,208,19.8
171847029,1633,16.2
171847029,1428,11.3
171847029,205,4.2
171847029,3199,3.9
171847029,201,2.3
171847029,2740,1.7
171847029,2994,1.0
171847029,2473,0.8
171847029,1635,0.8
171847029,207,0.7
171847029,1634,0.7
171847029,2482,0.5
171847029,206,0.3
171847029,209,0.3
111479516,922,865.0
64350600,670,271.0
64350600,1496,16.7
64350600,3350,10.7
64350600,1733,8.6
64350600,1718,8.4
64350600,922,2.4
64350600,1048,2.0
64350600,147,1.2
64350600,1474,0.7
64350600,606,0.3
64350600,361,0.3
64350600,201,0.2
64350600,2336,0.2
117217039,922,60.0
93085014,2350,60.0
93085014,3265,31.0
93085014,2829,7.0
93085014,2892,3.0
180331040,922,1256.0
180596443,2161,8.8
180596443,2226,8.8
180596443,84,2.6
180596443,1863,1.5
180596443,180,1.2
180596443,3494,0.8
303032390,3530,110.0
150103338,922,1.9
92173524,2854,1.0
92173524,3259,0.4
92173524,966,0.3
151229648,3398,912.0
151229648,2848,153.0
151229648,777,79.0
151229648,1866,29.0
151229648,1865,19.7
151229648,590,13.3
151229648,1428,12.3
151229648,2237,6.4
151229648,1863,4.6
151229648,1733,2.7
151229648,2161,2.6
151229648,297,2.3
151229648,2527,1.6
151229648,3425,1.4
151229648,878,1.0
151229648,2077,0.9
151229648,1496,0.9
151229648,791,0.3
151229648,2937,0.3
151229648,295,0.3
151229648,413,0.3
151229648,1581,0.2
151229648,2197,0.2
253773352,3350,0.3
250870371,922,0.3
175143479,922,1.9
56038151,1864,128.0
56038151,2691,72.0
56038151,1988,59.0
56038151,916,58.0
56038151,296,46.0
56038151,3152,41.0
56038151,329,41.0
56038151,999,35.0
56038151,414,21.0
56038151,850,14.6
56038151,3067,14.6
56038151,295,14.5
56038151,782,12.9
56038151,764,7.0
56038151,348,6.6
56038151,3245,6.3
56038151,996,5.8
56038151,3172,5.7
56038151,728,3.8
56038151,2359,3.3
56038151,917,3.2
56038151,765,3.1
56038151,2841,3.0
56038151,624,2.9
56038151,3299,2.8
56038151,3340,2.8
56038151,174,2.8
56038151,2354,2.7
56038151,413,2.5
56038151,1714,2.2
56038151,2785,1.9
56038151,3288,1.8
56038151,552,1.8
56038151,93,1.6
56038151,1581,1.5
56038151,3285,1.3
56038151,241,1.2
56038151,324,1.2
56038151,446,1.1
56038151,1732,1.0
56038151,1922,0.9
56038151,3435,0.8
56038151,2259,0.8
56038151,2839,0.7
56038151,2308,0.7
56038151,292,0.5
56038151,1733,0.5
56038151,2835,0.5
56038151,731,0.4
56038151,1859,0.4
56038151,1935,0.3
56038151,972,0.3
56038151,3440,0.3
56038151,3135,0.3
56038151,70,0.3
56038151,2778,0.3
56038151,180,0.2
56038151,2833,0.2
56038151,1455,0.2
56038151,3289,0.2
56038151,3237,0.2
56038151,2920,0.2
124884511,922,1447.0
124884511,3350,0.3
148928721,922,2594.0
148928721,673,51.0
148928721,2536,51.0
148928721,2554,14.8
148928721,2336,3.4
148928721,2971,2.4
148928721,198,2.1
148928721,2994,1.0
148928721,2161,0.4
148928721,3415,0.4
148928721,1244,0.4
148928721,1262,0.2
150965343,922,5.3
46759859,671,490.0
46759859,670,316.0
46759859,775,5.8
46759859,672,1.0
268158408,3350,5.7
257377008,673,27.0
257377008,484,4.4
257377008,430,1.3
257377008,483,0.3
133262375,922,290.0
202092286,1313,7.6
136554467,922,101.0
136554467,673,63.0
185040259,3265,4.5
287943546,2994,1.9
136246724,922,0.2
189191657,2482,133.0
189191657,3350,21.0
189191657,2994,18.3
189191657,1496,4.4
189191657,1317,4.3
189191657,1420,3.6
57234698,922,2.6
57234698,782,1.2
57234698,3258,0.9
57234698,3219,0.8
57234698,3218,0.4
198201128,1914,19.2
55446861,675,22.0
2428602,922,473.0
2428602,670,1.4
104077418,3435,2.2
252438345,2070,2.7
252438345,2527,0.6
164927653,922,0.2
272820556,2727,0.7
9544834,670,101.0
9544834,1450,0.3
9544834,1445,0.3
287061478,56,409.0
32592631,490,110.0
32592631,480,74.0
32592631,2740,20.0
32592631,492,18.6
32592631,1829,16.8
32592631,489,16.0
32592631,479,13.5
32592631,964,8.8
32592631,491,7.0
32592631,2743,2.0
57103808,1968,128.0
57103808,636,89.0
57103808,1043,83.0
57103808,638,65.0
57103808,3530,60.0
57103808,3007,59.0
57103808,2712,57.0
57103808,2713,57.0
57103808,3265,57.0
57103808,314,54.0
57103808,208,43.0
57103808,1889,39.0
57103808,3415,36.0
57103808,2691,35.0
57103808,3429,28.0
57103808,205,28.0
57103808,1587,27.0
57103808,3428,27.0
57103808,2473,27.0
57103808,148,25.0
57103808,1496,19.4
57103808,2028,17.4
57103808,2237,16.6
57103808,2892,14.7
57103808,288,13.3
57103808,675,13.2
57103808,1280,12.9
57103808,1137,11.8
57103808,1313,11.5
57103808,1588,11.5
57103808,640,9.6
57103808,2482,9.5
57103808,1657,8.0
57103808,2417,7.3
57103808,3199,6.6
57103808,93,6.2
57103808,867,5.6
57103808,1444,5.2
57103808,1891,5.0
57103808,673,4.9
57103808,624,4.7
57103808,625,3.9
57103808,818,3.9
57103808,762,3.8
57103808,149,3.7
57103808,201,3.3
57103808,1281,2.6
57103808,3366,2.1
57103808,2687,2.0
57103808,2258,1.9
57103808,2994,1.8
57103808,2070,1.5
57103808,916,1.2
57103808,2113,1.1
57103808,36,0.9
57103808,2896,0.9
57103808,1858,0.7
57103808,3147,0.6
57103808,641,0.4
57103808,2416,0.4
57103808,3148,0.4
57103808,2971,0.3
57103808,203,0.2
57103808,2288,0.2
215578265,922,1.2
197172884,3350,0.4
242349023,922,56.0
99609673,2994,1.0
63276972,2288,100.0
63276972,916,88.0
63276972,2691,79.0
63276972,288,72.0
63276972,573,39.0
63276972,829,14.7
63276972,2523,13.4
63276972,3199,12.8
63276972,3306,9.9
63276972,74,5.4
63276972,1733,3.6
63276972,1444,3.4
63276972,2936,3.3
63276972,2184,1.9
63276972,2258,0.2
63276972,1757,0.2
183005527,922,6.4
92342574,491,0.8
92342574,492,0.3
255168531,1789,3.0
87445402,1162,83.0
87445402,2470,31.0
87445402,1511,16.9
87445402,1658,4.7
87445402,2812,0.6
248613483,2279,192.0
248613483,56,139.0
248613483,2488,39.0
248613483,876,8.7
248613483,3598,1.3
107948398,3431,228.0
107948398,93,51.0
107948398,3440,37.0
84668956,2994,2.4
226130045,2047,8.7
145904806,2994,1.4
164591420,2994,2.6
171982044,922,1.6
187533357,3428,2.6
94088853,3067,320.0
94088853,2691,253.0
94088853,288,45.0
94088853,1170,29.0
94088853,92,27.0
94088853,2501,26.0
94088853,2446,26.0
94088853,414,25.0
94088853,2038,23.0
94088853,727,18.0
94088853,3350,16.8
94088853,922,15.6
94088853,966,14.3
94088853,2091,13.5
94088853,3079,12.6
94088853,3007,11.2
94088853,2259,8.1
94088853,2401,7.0
94088853,1121,6.5
94088853,1346,6.2
94088853,1935,5.4
94088853,1688,5.1
94088853,1124,3.8
94088853,2920,1.2
94088853,755,0.6
94088853,791,0.3
94088853,708,0.2
48058475,675,543.0
48058475,1445,81.0
48058475,728,77.0
48058475,1732,21.0
48058475,131,18.8
48058475,964,18.6
48058475,2732,7.3
48058475,2258,5.3
48058475,776,2.2
48058475,1448,0.7
170095814,74,85.0
170095814,3415,60.0
170095814,1672,24.0
170095814,3247,19.6
170095814,197,11.7
170095814,2595,8.0
170095814,922,7.0
170095814,2959,3.9
170095814,2047,1.9
170095814,2482,1.6
170095814,2821,0.8
170095814,1876,0.8
170095814,3475,0.6
170095814,1206,0.3
170095814,1751,0.2
212751581,673,432.0
212751581,3350,0.6
212751581,1017,0.1
301883131,922,0.3
31887051,1234,145.0
116085629,3067,80.0
106238372,3547,18.4
106238372,1859,7.8
106238372,984,1.2
202395275,922,4.3
248444377,1313,213.0
248444377,673,60.0
248444377,2953,4.8
248444377,427,0.3
248444377,3494,0.1
248444377,2421,0.1
248444377,3315,0.1
25941262,675,89.0
25941262,670,0.8
148510973,1968,1056.0
148510973,673,488.0
148510973,2994,75.0
148510973,3067,73.0
148510973,1969,50.0
148510973,1914,22.0
148510973,674,8.9
148510973,3350,6.0
148510973,226,2.9
148510973,1733,2.4
148510973,2523,1.5
148510973,559,1.4
148510973,1373,0.9
148510973,2488,0.7
148510973,2794,0.6
148510973,2259,0.6
148510973,1829,0.5
148510973,3007,0.3
64369759,1865,53.0
64369759,226,49.0
64369759,1707,43.0
64369759,728,43.0
64369759,299,32.0
64369759,765,27.0
64369759,3285,25.0
64369759,3435,23.0
64369759,922,19.6
64369759,117,18.2
64369759,764,18.1
64369759,3247,17.3
64369759,1703,16.7
64369759,295,16.2
64369759,1702,15.6
64369759,1709,15.0
64369759,2999,14.9
64369759,413,12.1
64369759,1863,9.5
64369759,414,9.4
64369759,346,9.3
64369759,1706,9.3
64369759,1748,8.6
64369759,3437,8.4
64369759,296,8.2
64369759,134,7.3
64369759,534,5.7
64369759,1170,4.9
64369759,906,4.5
64369759,2705,3.6
64369759,3178,3.5
64369759,2758,3.3
64369759,2258,3.2
64369759,2105,2.4
64369759,3258,2.1
64369759,2038,1.9
64369759,2259,1.9
64369759,1830,1.5
64369759,1357,1.5
64369759,3181,1.4
64369759,3298,1.4
64369759,1578,1.2
64369759,3440,1.2
64369759,2762,0.9
64369759,3249,0.8
64369759,2540,0.8
64369759,1124,0.5
64369759,3299,0.4
64369759,1704,0.4
64369759,3254,0.4
64369759,2539,0.3
64369759,347,0.3
64369759,1333,0.2
64369759,2760,0.2
64369759,2759,0.2
64369759,2763,0.2
64369759,2535,0.1
289893544,922,4.8
223471406,922,2.7
210778610,922,5.7
125699277,728,57.0
173857208,922,0.6
9823354,3266,243.0
9823354,3265,218.0
9823354,1043,193.0
9823354,2691,153.0
9823354,3067,143.0
9823354,3178,136.0
9823354,1882,86.0
9823354,3179,83.0
9823354,1865,68.0
9823354,3530,65.0
9823354,1866,64.0
9823354,1161,62.0
9823354,3181,61.0
9823354,1297,55.0
9823354,3065,42.0
9823354,3262,35.0
9823354,1137,32.0
9823354,1047,32.0
9823354,934,31.0
9823354,174,30.0
9823354,2288,28.0
9823354,346,26.0
9823354,297,26.0
9823354,1444,24.0
9823354,817,24.0
9823354,2712,22.0
9823354,1170,22.0
9823354,2688,21.0
9823354,2687,21.0
9823354,1257,21.0
9823354,754,21.0
9823354,638,19.8
9823354,1430,19.7
9823354,885,19.7
9823354,2350,19.1
9823354,3247,19.1
9823354,127,18.8
9823354,1522,17.2
9823354,2259,16.9
9823354,3490,16.6
9823354,791,16.5
9823354,348,15.6
9823354,2858,15.2
9823354,288,15.2
9823354,2414,14.8
9823354,154,14.8
9823354,1907,14.0
9823354,3172,13.8
9823354,1447,13.2
9823354,2237,13.1
9823354,2994,12.6
9823354,708,12.5
9823354,792,12.5
9823354,2836,12.1
9823354,2767,12.0
9823354,2233,12.0
9823354,706,11.4
9823354,1883,11.1
9823354,2038,11.0
9823354,1904,11.0
9823354,1306,9.3
9823354,2149,9.2
9823354,770,9.0
9823354,526,9.0
9823354,2713,8.9
9823354,2258,8.2
9823354,675,7.9
9823354,1103,7.9
9823354,850,7.4
9823354,1576,7.4
9823354,1104,7.2
9823354,2361,7.2
9823354,347,7.2
9823354,700,6.7
9823354,1453,6.6
9823354,2785,6.5
9823354,2276,5.4
9823354,1446,5.2
9823354,152,4.9
9823354,1185,4.7
9823354,117,4.6
9823354,1105,4.0
9823354,241,3.8
9823354,2091,3.5
9823354,2933,3.4
9823354,3203,3.3
9823354,3510,3.3
9823354,1714,3.2
9823354,1733,2.7
9823354,414,2.2
9823354,3479,2.2
9823354,670,2.2
9823354,1450,2.1
9823354,1087,2.1
9823354,1005,2.1
