,User ID,Game Title,Hours Played,Game ID
79,53875128,Watch_Dogs,11.2,3453
80,53875128,Saints Row IV,11.1,2554
81,53875128,DayZ,11.0,777
82,53875128,Half-Life 2,10.2,1444
83,53875128,Reassembly,10.1,2405
84,53875128,Sid Meier's Civilization III Complete,9.8,2686
85,53875128,The Talos Principle,9.8,3160
86,53875128,DiRT 3,9.7,865
87,53875128,FTL Faster Than Light,9.7,1137
88,53875128,Bastion,9.6,292
89,53875128,Age of Empires II HD Edition,9.0,92
90,53875128,Batman Arkham Asylum GOTY Edition,8.9,295
91,53875128,Gunpoint,8.6,1419
92,53875128,Rebuild 3 Gangs of Deadsville,8.4,2407
93,53875128,Recettear An Item Shop's Tale,8.3,2409
94,53875128,Metro 2033,7.8,1904
95,53875128,Monaco,7.6,1946
96,53875128,Fallout New Vegas,7.5,1163
97,53875128,Overgrowth,7.3,2153
98,53875128,Assassin's Creed III,7.2,226
99,53875128,Ori and the Blind Forest,7.0,2137
100,53875128,Far Cry 3 Blood Dragon,6.7,1171
101,53875128,Burnout Paradise The Ultimate Box,6.6,457
102,53875128,PROTOTYPE 2,6.4,2166
103,53875128,Game Dev Tycoon,6.4,1303
104,53875128,Sniper Elite 3,6.2,2737
105,53875128,Gratuitous Space Battles,6.0,1376
106,53875128,Sid Meier's Civilization V,5.9,2691
107,53875128,Rogue Legacy,5.7,2493
108,53875128,Plague Inc Evolved,5.6,2233
109,53875128,From Dust,5.6,1270
110,53875128,Next Car Game Wreckfest,5.5,2052
111,53875128,Rivals of Aether,5.5,2476
112,53875128,Half-Life 2 Episode Two,5.5,1447
113,53875128,Rise of Nations Extended Edition,5.2,2465
114,53875128,Nidhogg,4.9,2056
115,53875128,Spec Ops The Line,4.4,2790
116,53875128,Dishonored,4.3,885
117,53875128,Half-Life 2 Episode One,4.2,1446
118,53875128,Wolfenstein The New Order,4.0,3490
119,53875128,Distance,4.0,890
120,53875128,Epic Battle Fantasy 4,4.0,1059
121,53875128,Metro Last Light,3.7,1907
122,53875128,Miasmata,3.4,1910
123,53875128,Dead Space,3.3,791
124,53875128,Hotline Miami,3.2,1530
125,53875128,NOT A HERO,3.0,2006
126,53875128,Receiver,2.9,2408
127,53875128,Crypt of the NecroDancer,2.8,705
128,53875128,Portal,2.8,2258
129,53875128,F.E.A.R. 2 Project Origin,2.8,1104
130,53875128,NaissanceE,2.7,2008
131,53875128,SteamWorld Dig,2.6,2863
132,53875128,Kairo,2.5,1641
133,53875128,SNOW,2.5,2537
134,53875128,The Binding of Isaac,2.4,3030
135,53875128,LEGO The Lord of the Rings,2.2,1710
136,53875128,METAL GEAR RISING REVENGEANCE,2.2,1806
137,53875128,Starpoint Gemini 2,2.0,2854
138,53875128,The Vanishing of Ethan Carter,1.9,3169
139,53875128,Goat Simulator,1.9,1346
140,53875128,Mass Effect,1.9,1865
141,53875128,Arma 2 Operation Arrowhead,1.8,205
142,53875128,METAL GEAR SOLID V GROUND ZEROES,1.8,1807
143,53875128,Banished,1.8,288
144,53875128,DiRT Showdown,1.7,868
145,53875128,Left 4 Dead,1.7,1732
146,53875128,Sonic Adventure 2 ,1.6,2759
147,53875128,Grand Theft Auto IV,1.5,1372
148,53875128,Battlestations Midway,1.4,319
149,53875128,HOARD,1.4,1434
150,53875128,Sunless Sea,1.3,2908
151,53875128,Mark of the Ninja,1.3,1859
152,53875128,L.A. Noire,1.3,1700
153,53875128,Creeper World 3 Arc Eternal,1.1,687
154,53875128,Turbo Dismount,1.1,3311
155,53875128,Floating Point,1.1,1224
156,53875128,Grow Home,1.1,1397
157,53875128,LUFTRAUSERS,1.0,1716
158,53875128,Arma 2,1.0,201
159,53875128,No Time To Explain Remastered,0.9,2071
160,53875128,FEZ,0.9,1118
161,53875128,Delver,0.9,824
162,53875128,The Legend of Heroes Trails in the Sky,0.9,3107
163,53875128,Evoland,0.9,1098
164,53875128,Bleed,0.8,372
165,53875128,Borderlands 2,0.8,414
166,53875128,Race The Sun,0.8,2375
167,53875128,Shadowgrounds,0.8,2642
168,53875128,They Bleed Pixels,0.8,3190
169,53875128,BioShock,0.8,346
170,53875128,Trine,0.8,3298
171,53875128,"Sir, You Are Being Hunted",0.8,2714
172,53875128,Next Car Game Sneak Peek 2.0,0.7,2051
173,53875128,Symphony,0.7,2952
174,53875128,DLC Quest,0.7,733
175,53875128,Far Cry 2,0.7,1169
176,53875128,The Stanley Parable,0.6,3155
177,53875128,Freedom Planet,0.6,1267
178,53875128,KHOLAT,0.6,1639
179,53875128,Osmos,0.6,2140
180,53875128,Secrets of Rtikon,0.6,2614
181,53875128,Oil Rush,0.6,2110
182,53875128,Unepic,0.6,3335
183,53875128,FINAL FANTASY VII,0.6,1124
184,53875128,The Legend of Korra,0.5,3108
185,53875128,404Sight,0.5,24
186,53875128,Dark Souls Prepare to Die Edition,0.5,755
187,53875128,Gravity Ghost,0.5,1379
188,53875128,Psychonauts,0.5,2310
189,53875128,Rock of Ages,0.5,2487
190,53875128,Spore,0.5,2813
191,53875128,Half-Life 2 Lost Coast,0.5,1448
192,53875128,Galcon Legends,0.5,1301
193,53875128,Air Brawl,0.5,105
194,53875128,Cat Goes Fishing,0.5,536
195,53875128,One Finger Death Punch,0.5,2116
196,53875128,Mind Path to Thalamus Enhanced Edition,0.4,1928
197,53875128,INK,0.4,1552
198,53875128,Intrusion 2,0.4,1596
199,53875128,Amnesia The Dark Descent,0.4,154
200,53875128,Fieldrunners,0.4,1190
201,53875128,Out There Somewhere,0.4,2143
202,53875128,KAMI,0.4,1638
203,53875128,Lone Survivor The Director's Cut,0.4,1776
204,53875128,NightSky,0.4,2059
205,53875128,Frozen Synapse,0.4,1277
206,53875128,Hammerfight,0.4,1458
207,53875128,Spintires,0.4,2804
208,53875128,Ziggurat,0.4,3559
209,53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,0.4,60
210,53875128,Dead Island,0.3,782
211,53875128,Superbrothers Sword & Sworcery EP,0.3,2929
212,53875128,GRID 2,0.3,1288
213,53875128,Sonic & All-Stars Racing Transformed,0.3,2758
214,53875128,Call of Juarez Gunslinger,0.3,497
215,53875128,Crysis 2 Maximum Edition,0.3,708
216,53875128,Strike Vector,0.3,2886
217,53875128,Prison Architect,0.3,2288
218,53875128,Lego Harry Potter,0.3,1747
219,53875128,Outlast,0.3,2149
220,53875128,Super Hexagon,0.2,2916
221,53875128,WRC 4 FIA WORLD RALLY CHAMPIONSHIP,0.2,3402
222,53875128,Valkyria Chronicles,0.2,3359
223,53875128,Shatter,0.2,2656
224,53875128,Proteus,0.2,2306
225,53875128,Jamestown,0.2,1618
226,53875128,Spelunky,0.2,2801
227,53875128,Astebreed,0.2,235
228,53875128,STAR WARS Knights of the Old Republic II The Sith Lords,0.2,2542
229,53875128,Phantom Breaker Battle Grounds,0.2,2212
230,53875128,Tom Clancy's Splinter Cell Chaos Theory,0.2,3244
231,53875128,The Witcher Enhanced Edition,0.2,3181
232,53875128,Risk of Rain,0.2,2475
233,53875128,Survarium,0.2,2937
234,53875128,Afterlife Empire,0.2,85
235,53875128,BattleBlock Theater,0.2,312
236,53875128,Need for Speed Hot Pursuit,0.2,2038
237,53875128,BIT.TRIP RUNNER,0.1,269
238,53875128,Coin Crypt,0.1,613
239,53875128,Skullgirls,0.1,2717
240,53875128,The Crew,0.1,3050
241,53875128,Metro Last Light Redux,0.1,1908
242,53875128,Crimzon Clover  WORLD IGNITION,0.1,692
243,53875128,Sonic Generations,0.1,2762
244,53875128,Ethan Meteor Hunter,0.1,1075
245,53875128,Reus,0.1,2446
246,140954425,Team Fortress 2,13.0,2994
247,26122540,Call of Duty Modern Warfare 2 - Multiplayer,92.0,490
248,26122540,Call of Duty Modern Warfare 2,47.0,489
249,26122540,Call of Duty Black Ops - Multiplayer,22.0,480
250,26122540,Counter-Strike Source,10.3,675
251,26122540,Dungeon Defenders,6.8,966
252,26122540,Call of Duty Black Ops,3.1,479
253,26122540,Day of Defeat Source,1.1,776
254,176410694,Dota 2,9.1,922
255,197278511,Dota 2,0.5,922
256,150128162,Team Fortress 2,42.0,2994
257,197455089,Dota 2,3.4,922
258,63024728,Empire Total War,42.0,1043
259,297811211,ARK Survival Evolved,29.0,56
260,297811211,Team Fortress 2,10.1,2994
261,297811211,Unturned,5.6,3350
262,76933274,Alien Swarm,1.0,131
263,218323237,Dota 2,14.8,922
264,218323237,Tomb Raider,8.8,3247
265,218323237,TERA,0.9,2959
266,302186258,Dota 2,4.2,922
267,126340495,Dota 2,1784.0,922
268,126340495,Counter-Strike Global Offensive,626.0,673
269,126340495,Counter-Strike Source,176.0,675
270,126340495,Rust,69.0,2523
271,126340495,Saints Row IV,48.0,2554
272,126340495,Team Fortress 2,16.1,2994
273,126340495,Dead Island Riptide,13.6,784
274,126340495,Flatout 3,11.7,1220
275,126340495,Garry's Mod,10.2,1313
276,126340495,Counter-Strike Nexon Zombies,5.8,674
277,126340495,Outlast,4.1,2149
278,126340495,Robocraft,2.3,2482
279,126340495,Far Cry 3,2.2,1170
280,126340495,Everlasting Summer,0.6,1094
281,126340495,Dead Island Epidemic,0.6,783
282,126340495,War Thunder,0.4,3415
283,126340495,DCS World,0.3,730
284,194895541,Dota 2,1.1,922
285,194895541,Tactical Intervention,0.4,2971
286,170625356,Dota 2,7.4,922
287,167362888,Dota 2,135.0,922
288,208649703,Counter-Strike Global Offensive,125.0,673
289,225987202,Dota 2,3.8,922
290,195071563,Dota 2,6.2,922
291,254906420,Team Fortress 2,1.2,2994
292,247160953,Dota 2,1.9,922
293,308653033,Unturned,0.6,3350
294,144138643,Dota 2,5.2,922
295,97298878,Medal of Honor(TM) Multiplayer,44.0,1879
296,97298878,Max Payne 2 The Fall of Max Payne,32.0,1871
297,97298878,Middle-earth Shadow of Mordor,26.0,1914
298,97298878,Mafia II,15.9,1829
299,97298878,Nosgoth,15.8,2077
300,97298878,Race The Sun,10.5,2375
301,97298878,Space Pirates and Zombies,9.5,2778
302,97298878,Revenge of the Titans,9.2,2449
303,97298878,Team Fortress 2,9.0,2994
304,97298878,Dota 2,8.6,922
305,97298878,A Virus Named TOM,8.3,42
306,97298878,Europa Universalis III,8.3,1086
307,97298878,Awesomenauts,8.2,258
308,97298878,Super Puzzle Platformer Deluxe,5.9,2924
309,97298878,Super Meat Boy,4.7,2920
310,97298878,LIMBO,1.3,1714
311,97298878,Mark of the Ninja,0.9,1859
312,97298878,Burnout Paradise The Ultimate Box,0.6,457
313,97298878,Mirror's Edge,0.5,1935
314,97298878,Crysis 2 Maximum Edition,0.5,708
315,97298878,Painkiller Overdose,0.4,2174
316,97298878,Cogs,0.2,611
317,97298878,Crayon Physics Deluxe,0.2,680
318,97298878,Osmos,0.1,2140
319,173909336,America's Army Proving Grounds,1118.0,149
320,173909336,Tom Clancy's Ghost Recon Phantoms - NA,17.2,3235
321,173909336,APB Reloaded,5.9,53
322,198572546,Dota 2,12.7,922
323,219509107,Dota 2,2.1,922
324,202906503,Dota 2,10.4,922
325,92107940,The Elder Scrolls V Skyrim,110.0,3067
326,92107940,7 Days to Die,99.0,27
327,92107940,Garry's Mod,40.0,1313
328,92107940,Far Cry 3 Blood Dragon,30.0,1171
329,92107940,ORION Prelude,10.0,2091
330,92107940,Hotline Miami,8.4,1530
331,92107940,Goat Simulator,1.9,1346
332,92107940,Hotline Miami 2 Wrong Number,0.8,1531
333,92107940,Amnesia A Machine for Pigs,0.5,152
334,251431515,Dota 2,0.9,922
335,233558010,Batman Arkham City GOTY,79.0,297
336,233558010,Deadpool,34.0,803
337,99189757,Team Fortress 2,1085.0,2994
338,30695285,Counter-Strike Condition Zero,36.0,671
339,30695285,Counter-Strike,0.2,670
340,259648553,Mad Max,16.9,1825
341,201069271,Dota 2,4.8,922
342,48845802,Counter-Strike,211.0,670
343,48845802,Mount & Blade Warband,78.0,1968
344,48845802,Counter-Strike Condition Zero,60.0,671
345,48845802,Castle Crashers,31.0,526
346,48845802,Call of Duty Black Ops,11.3,479
347,48845802,Call of Duty Black Ops - Multiplayer,10.0,480
348,48845802,Tom Clancy's Ghost Recon Phantoms - EU,7.8,3234
349,48845802,Left 4 Dead,1.1,1732
350,48845802,SMITE,0.9,2536
351,48845802,Ricochet,0.3,2457
352,48845802,Kane & Lynch 2 Dog Days,0.2,1642
353,226212066,Counter-Strike Global Offensive,94.0,673
354,226212066,Unturned,15.0,3350
355,226212066,Garry's Mod,10.8,1313
356,226212066,PAYDAY 2,6.7,2160
357,226212066,Team Fortress 2,3.6,2994
358,226212066,Infinite Crisis,2.4,1578
359,226212066,AdVenture Capitalist,2.1,74
360,226212066,DiggerOnline,0.9,872
361,226212066,Survarium,0.7,2937
362,226212066,Heroes & Generals,0.2,1496
363,221430493,Dota 2,5.3,922
364,62923086,Counter-Strike,91.0,670
365,250006052,The Elder Scrolls V Skyrim,465.0,3067
366,250006052,Project CARS,40.0,2302
367,65117175,Defense Grid The Awakening,66.0,817
368,65117175,Broken Age,35.0,437
369,65117175,Cloud Chamber,22.0,599
370,65117175,Stacking,19.6,2820
371,65117175,Ghostbusters The Video Game,16.3,1333
372,65117175,Faerie Solitaire,14.7,1148
373,65117175,Dreamfall Chapters,14.6,952
374,65117175,Portal Stories Mel,14.3,2261
375,65117175,Universe Sandbox,13.3,3340
376,65117175,Portal 2,11.3,2259
377,65117175,Toki Tori,11.2,3227
378,65117175,The Wonderful End of the World,10.5,3184
379,65117175,Hacker Evolution,9.5,1438
380,65117175,Portal,9.1,2258
381,65117175,Thomas Was Alone,9.0,3200
382,65117175,Little Inferno,8.9,1771
383,65117175,BIT.TRIP RUNNER,8.6,269
384,65117175,The Stanley Parable,7.1,3155
385,65117175,Costume Quest,7.1,669
386,65117175,RUSH,7.1,2372
387,65117175,Return to Mysterious Island 2,5.9,2445
388,65117175,World of Goo,5.9,3500
389,65117175,Deus Ex Game of the Year Edition,5.6,849
390,65117175,Portal 2 - The Final Hours,5.6,2260
391,65117175,AaAaAA!!! - A Reckless Disregard for Gravity,5.3,59
392,65117175,Audiosurf,5.2,241
393,65117175,Machinarium,5.1,1823
394,65117175,VVVVVV,5.1,3355
395,65117175,GEARCRACK Arena,4.7,1285
396,65117175,Quantum Conundrum,4.3,2340
397,65117175,Mission Control NanoMech,4.1,1940
398,65117175,Defense Grid 2 A Matter of Endurance,4.1,816
399,65117175,Alan Wake's American Nightmare,3.7,118
400,65117175,Sam & Max 101 Culture Shock,3.7,2565
401,65117175,Back to the Future Ep 2 - Get Tannen!,3.6,278
402,65117175,The Ball,3.6,3023
403,65117175,Torchlight II,3.6,3259
404,65117175,Back to the Future Ep 5 - OUTATIME,3.4,281
405,65117175,Amnesia The Dark Descent,3.3,154
406,65117175,Sam & Max 102 Situation Comedy,3.2,2566
407,65117175,Jamestown,3.2,1618
408,65117175,Oozi Earth Adventure,3.1,2125
409,65117175,Back to the Future Ep 1 - It's About Time,2.9,277
410,65117175,Back to the Future Ep 4 - Double Visions,2.8,280
411,65117175,Organ Trail Director's Cut,2.7,2135
412,65117175,Back to the Future Ep 3 - Citizen Brown,2.6,279
413,65117175,Fester Mudd Curse of the Gold - Episode 1,2.3,1189
414,65117175,BIT.TRIP BEAT,2.2,265
415,65117175,Braid,2.2,423
416,65117175,A Virus Named TOM,2.1,42
417,65117175,FTL Faster Than Light,2.0,1137
418,65117175,Atom Zombie Smasher ,2.0,240
419,65117175,Team Fortress 2,1.3,2994
420,65117175,Super Meat Boy,1.2,2920
421,65117175,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),1.2,2
422,65117175,Bastion,1.1,292
423,65117175,Osmos,1.0,2140
424,65117175,Cogs,1.0,611
425,65117175,Botanicula,0.9,421
426,65117175,Killing Floor,0.9,1657
427,65117175,And Yet It Moves,0.8,164
428,65117175,NightSky,0.6,2059
429,65117175,Ticket to Ride,0.5,3203
430,65117175,Penumbra Overture,0.4,2208
431,65117175,Dear Esther,0.3,804
432,65117175,Crayon Physics Deluxe,0.3,680
433,65117175,Lucid,0.2,1792
434,65117175,Critical Mass,0.1,693
435,227944885,Dota 2,62.0,922
436,144004384,Dota 2,22.0,922
437,236557903,Team Fortress 2,2.0,2994
438,236557903,S.K.I.L.L. - Special Force 2,0.9,2527
439,236557903,BLOCKADE 3D,0.3,271
440,11373749,Team Fortress 2,762.0,2994
441,11373749,Rocket League,348.0,2488
442,11373749,Left 4 Dead 2,270.0,1733
443,11373749,The Elder Scrolls V Skyrim,220.0,3067
444,11373749,Audiosurf,113.0,241
445,11373749,Fallout 3 - Game of the Year Edition,105.0,1161
446,11373749,The Elder Scrolls IV Oblivion ,99.0,3065
447,11373749,Terraria,84.0,3007
448,11373749,Assassin's Creed Brotherhood,62.0,223
449,11373749,Grand Theft Auto V,61.0,1374
450,11373749,Saints Row 2,58.0,2552
451,11373749,Grand Theft Auto Episodes from Liberty City,57.0,1370
452,11373749,The Witcher Enhanced Edition,56.0,3181
453,11373749,Super Meat Boy,46.0,2920
454,11373749,Left 4 Dead,44.0,1732
455,11373749,Saints Row The Third,44.0,2556
456,11373749,Batman Arkham Origins,41.0,299
457,11373749,The Witcher 2 Assassins of Kings Enhanced Edition,39.0,3178
458,11373749,The Elder Scrolls III Morrowind,38.0,3064
459,11373749,Bookworm Adventures Deluxe,38.0,411
460,11373749,Star Wars Knights of the Old Republic,36.0,2836
461,11373749,Watch_Dogs,32.0,3453
462,11373749,Sleeping Dogs,31.0,2727
463,11373749,GRID,31.0,1287
464,11373749,Hidden Object Bundle 4 in 1,27.0,1508
465,11373749,Darksiders,24.0,764
466,11373749,Worms Reloaded,23.0,3510
467,11373749,FlatOut Ultimate Carnage,23.0,1219
468,11373749,SimCity 4 Deluxe,23.0,2705
469,11373749,Portal 2,22.0,2259
470,11373749,Call of Duty Black Ops - Multiplayer,21.0,480
471,11373749,Rogue Legacy,21.0,2493
472,11373749,Trine,21.0,3298
473,11373749,Chivalry Medieval Warfare,19.9,559
474,11373749,Spelunky,19.8,2801
475,11373749,Ghost Master,19.7,1330
476,11373749,Peggle Deluxe,19.7,2201
477,11373749,Alan Wake,19.5,117
478,11373749,Peggle Nights,19.5,2203
479,11373749,Sherlock Holmes Nemesis,19.4,2665
480,11373749,Puzzler World 2,19.1,2326
481,11373749,Tomb Raider,18.3,3247
482,11373749,Bejeweled 3,18.2,329
483,11373749,Half-Life 2,18.1,1444
484,11373749,Alice Madness Returns,17.3,123
485,11373749,BioShock,17.1,346
486,11373749,The Book of Unwritten Tales,15.4,3033
487,11373749,FEZ,15.0,1118
488,11373749,The Movies,14.5,3122
489,11373749,Guacamelee! Gold Edition,14.4,1398
490,11373749,The Walking Dead,14.0,3172
491,11373749,MacGuffin's Curse,13.8,1822
492,11373749,The Testament of Sherlock Holmes,13.8,3161
493,11373749,Bully Scholarship Edition,13.5,453
494,11373749,Indigo Prophecy,12.8,1572
495,11373749,Just Cause 2,12.7,1634
496,11373749,Crazy Machines 2,12.6,682
497,11373749,The Secret of Monkey Island Special Edition,12.4,3141
498,11373749,Kingdoms of Amalur Reckoning,12.4,1681
499,11373749,"Cook, Serve, Delicious!",11.6,656
500,11373749,Deponia The Complete Journey,11.3,834
501,11373749,Game Dev Tycoon,11.3,1303
502,11373749,Prison Architect,11.2,2288
503,11373749,Bastion,11.1,292
504,11373749,Call of Duty Modern Warfare 2,11.0,489
505,11373749,Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal,10.7,2980
506,11373749,DiRT 2,10.5,864
507,11373749,Worms Clan Wars,10.4,3508
508,11373749,Ghostbusters The Video Game,10.1,1333
509,11373749,Monkey Island 2 Special Edition,9.8,1948
510,11373749,Vessel,9.7,3369
511,11373749,Dishonored,9.7,885
512,11373749,4 Elements,9.4,23
513,11373749,Cryostasis,9.3,704
514,11373749,The Ball,9.0,3023
515,11373749,TrackMania Stadium,8.8,3277
516,11373749,Aura Fate of the Ages,8.4,245
517,11373749,Cave Story+,7.9,538
518,11373749,Scribblenauts Unlimited,7.8,2602
519,11373749,Eets,7.8,1022
520,11373749,Trials 2 Second Edition,7.7,3294
521,11373749,Grim Legends The Forsaken Bride,7.7,1391
522,11373749,Call of Duty Modern Warfare 2 - Multiplayer,7.7,490
523,11373749,Machinarium,7.6,1823
524,11373749,Call of Duty Black Ops,7.5,479
525,11373749,Nightmares from the Deep 2 The Siren`s Call,7.4,2061
526,11373749,Banished,7.2,288
527,11373749,Lara Croft and the Guardian of Light,7.2,1725
528,11373749,Antichamber,7.2,185
529,11373749,Goat Simulator,7.0,1346
530,11373749,Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,7.0,2981
531,11373749,The Jackbox Party Pack,7.0,3099
532,11373749,Abyss The Wraiths of Eden,6.8,67
533,11373749,Anodyne,6.7,177
534,11373749,Tales of Monkey Island Chapter 3 - Lair of the Leviathan ,6.7,2982
535,11373749,Penumbra Overture,6.6,2208
536,11373749,Singularity,6.6,2709
537,11373749,Osmos,6.5,2140
538,11373749,The Maw,6.5,3117
539,11373749,Psychonauts,6.1,2310
540,11373749,Poker Night at the Inventory,5.9,2249
541,11373749,Penumbra Black Plague,5.7,2207
542,11373749,Sinister City,5.6,2710
543,11373749,Puzzle Agent,5.6,2317
544,11373749,S.T.A.L.K.E.R. Shadow of Chernobyl,5.5,2530
545,11373749,Counter-Strike Global Offensive,5.5,673
546,11373749,Cargo! - The quest for gravity,5.4,514
547,11373749,Rocketbirds Hardboiled Chicken,5.3,2489
548,11373749,Atom Zombie Smasher ,5.3,240
549,11373749,Nightmares from the Deep The Cursed Heart,5.3,2063
550,11373749,"Papers, Please",5.2,2184
551,11373749,Insanely Twisted Shadow Planet,5.1,1583
552,11373749,Surgeon Simulator,4.9,2936
553,11373749,Cities Skylines,4.7,573
554,11373749,Alchemy Mysteries Prague Legends,4.6,120
555,11373749,Clockwork Tales Of Glass and Ink,4.5,595
556,11373749,CID The Dummy,4.4,464
557,11373749,Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood ,4.4,2983
558,11373749,Portal,4.4,2258
559,11373749,Puzzle Agent 2,4.3,2318
560,11373749,Torchlight II,4.2,3259
561,11373749,9 Clues The Secret of Serpent Creek,4.2,31
562,11373749,The Tiny Bang Story,4.2,3162
563,11373749,Braid,4.1,423
564,11373749,VVVVVV,4.0,3355
565,11373749,And Yet It Moves,4.0,164
566,11373749,Broken Age,3.9,437
567,11373749,Wallace & Gromit Ep 1 Fright of the Bumblebees,3.8,3409
568,11373749,Shoppe Keep,3.6,2675
569,11373749,Gone Home,3.4,1353
570,11373749,Windosill,3.4,3477
571,11373749,Plants vs. Zombies Game of the Year,3.4,2242
572,11373749,Sam & Max 105 Reality 2.0,3.3,2569
573,11373749,Tales of Monkey Island Chapter 5 - Rise of the Pirate God,3.2,2984
574,11373749,ibb & obb,3.2,3585
575,11373749,Botanicula,3.2,421
576,11373749,Monaco,3.1,1946
577,11373749,Obulis,2.9,2096
578,11373749,Nidhogg,2.9,2056
579,11373749,Sam & Max 106 Bright Side of the Moon,2.8,2570
580,11373749,Alien Swarm,2.7,131
581,11373749,Chime,2.7,556
582,11373749,RollerCoaster Tycoon 3 Platinum!,2.6,2501
583,11373749,Sam & Max 101 Culture Shock,2.6,2565
584,11373749,Sam & Max 104 Abe Lincoln Must Die!,2.5,2568
585,11373749,"Ben There, Dan That!",2.5,331
586,11373749,Hector Ep 1,2.4,1481
587,11373749,Resident Evil 5 / Biohazard 5,2.4,2432
588,11373749,Dungeon Defenders,2.3,966
589,11373749,The Wolf Among Us,2.3,3183
590,11373749,Fate of the World,2.3,1185
591,11373749,State of Decay,2.3,2858
592,11373749,Dota 2,2.2,922
593,11373749,Contagion,2.1,650
594,11373749,Shatter,2.0,2656
595,11373749,World of Goo,2.0,3500
596,11373749,Toki Tori,1.9,3227
597,11373749,The Beginner's Guide,1.9,3029
598,11373749,Octodad Dadliest Catch,1.8,2098
599,11373749,TRAUMA,1.8,2967
600,11373749,Trials Evolution Gold Edition,1.5,3295
